age,salary,average_call_duration,day_call_month,evening_call_month,night_call_month,other_cities_call,other_country_call,landline_phones_share,sms_month
33,36271,3.9,38,92,0,0,0,17,14
33,11968,5.6,271,60,9,24,6,11,15
33,82026,7.9,62,76,0,0,0,12,17
33,44128,3.6,52,139,67,3,2,14,23
33,10032,8,119,70,40,7,0,10,29
33,11632,1.1,71,66,0,0,0,0,47
33,145061,16.2,78,73,26,49,1,0,51
33,139099,13.2,72,75,92,29,2,7,21
33,102703,9,105,69,70,9,0,11,63
33,182408,14.4,115,106,22,3,0,0,73
33,12887,1.7,43,59,0,0,0,22,36
33,9631,1.2,71,26,0,37,1,13,16
33,57658,6,63,88,50,6,0,1,101
33,4473,4.5,43,78,6,3,0,11,33
33,37828,2.8,32,148,0,5,0,9,45
33,55381,6.3,55,59,2,0,0,17,10
33,114966,9.4,92,116,32,4,0,6,151
33,32116,3.1,33,99,4,0,0,17,13
33,133115,9.2,91,153,42,26,0,9,69
33,1386,1.1,9,5,0,0,0,0,0
33,26627,2,87,86,0,39,0,12,25
33,120393,8.4,108,140,29,10,0,7,20
33,259,2.5,53,72,2,2,0,5,29
33,28035,4.5,33,41,2,1,0,0,22
33,4802,4,47,104,3,19,0,0,3
33,61185,5.2,105,72,77,12,0,0,44
33,61107,5.3,84,62,0,41,2,8,32
33,99372,8,33,148,0,0,0,10,35
33,148419,10.2,148,85,67,2,0,2,116
33,1223,1.2,57,79,2,39,3,3,50
33,10791,1.1,70,54,2,1,0,8,29
33,36271,5.2,33,61,3,0,0,9,5
33,34461,9,470,77,0,4,5,13,15
33,39274,5.9,60,17,5,0,1,4,18
33,17402,2.2,77,5,0,0,1,6,7
33,83574,8.2,45,97,0,7,0,15,4
33,67424,4.3,94,92,0,0,0,12,13
33,35385,5.5,63,10,4,0,0,2,18
33,29557,4,46,49,4,7,0,15,7
33,16256,2.9,45,25,0,0,0,7,67
33,17374,1.7,62,58,0,0,3,28,45
33,2432,1.8,5,11,1,0,0,0,0
33,4895,4.7,70,61,7,0,0,0,3
33,34334,2.2,65,151,4,4,0,14,16
33,8233,1.1,42,57,3,10,1,17,9
33,98182,7.4,118,110,30,5,0,0,45
33,85103,8,60,82,0,0,0,6,23
33,21294,2.4,54,85,47,6,0,14,90
33,86817,7.7,65,85,0,0,0,16,30
33,54467,4.9,29,132,3,5,0,23,37
33,29315,2.6,63,88,0,0,0,17,16
33,152006,9.6,142,106,84,30,0,4,28
33,138528,7.8,116,141,78,42,0,13,52
33,14534,11.4,74,126,67,21,0,4,114
33,33232,3.7,57,61,0,24,0,16,12
33,2118,2.5,34,84,2,11,0,18,51
33,21225,2.8,50,48,0,0,0,2,17
33,31891,3.1,50,89,3,0,0,6,17
33,92247,6.2,119,101,105,8,0,0,87
33,88467,6.4,50,147,0,0,2,16,5
33,75357,6.5,71,81,2,2,0,4,2
33,126672,10,63,130,78,48,3,6,36
33,32462,2.6,82,79,2,17,0,5,21
33,27869,2.5,65,84,0,20,2,11,15
33,30894,2.5,45,131,0,33,1,28,3
33,31054,3.9,36,74,2,0,1,17,7
33,224925,6,470,109,19,30,11,28,12
33,23505,3,46,57,2,0,0,26,22
33,79498,6.4,75,132,41,24,0,2,74
33,105924,10,114,65,30,5,0,0,121
33,123729,8.6,84,127,105,7,0,13,113
33,43937,8.9,34,26,7,24,2,9,49
33,59257,6.1,57,72,1,30,0,23,25
33,79825,6.8,106,86,46,4,2,6,115
33,44335,4.8,37,93,0,29,2,15,5
33,12332,1.1,69,77,4,40,0,24,57
33,6849,6.4,94,61,82,6,0,12,105
33,33328,4.8,36,57,4,0,0,19,31
33,1753,1.6,55,93,2,0,0,2,17
33,204906,14.2,110,111,39,2,2,7,136
33,15192,1.5,59,75,2,1,0,8,24
34,18091,1.6,87,54,1,36,0,11,30
34,48788,3.7,48,138,2,0,0,22,5
34,16254,2.7,51,14,0,40,0,23,15
34,2142,1.7,11,3,0,0,0,0,0
34,155688,10.4,107,128,29,12,0,12,101
34,84848,6,74,154,62,5,0,13,49
34,62623,5.8,50,97,3,26,0,20,59
34,25987,3.3,54,36,1,13,1,10,8
34,22632,16.4,99,111,40,41,2,9,160
34,16562,1.3,52,127,0,0,0,3,38
34,31035,2.9,67,73,0,0,0,29,46
34,64923,5.6,75,76,0,30,0,14,22
34,19976,2.8,32,67,0,16,0,24,12
34,69089,5.8,83,70,0,0,0,23,44
34,28356,2.9,43,92,3,3,0,15,7
34,238602,11.4,163,136,0,27,0,22,0
34,42233,2.6,71,153,4,5,2,2,49
34,3192,2,65,135,2,0,0,1,54
34,26531,3.5,52,46,0,19,2,18,34
34,218542,7.2,355,101,41,37,7,25,0
34,21413,2.3,70,35,0,0,0,8,17
34,38919,3.6,96,79,46,2,2,12,81
34,139356,9.8,132,83,44,40,0,12,89
34,9804,7.6,52,132,62,47,0,5,33
34,70077,7.1,48,73,0,11,3,9,36
34,823,6.8,104,44,0,2,0,16,20
34,45815,3.5,65,95,2,40,0,11,17
34,9258,7.2,71,141,47,6,0,15,59
34,105356,7.2,128,124,32,4,3,13,38
34,164739,15.2,96,85,35,5,0,4,62
34,38258,3.9,38,101,0,0,2,20,21
34,29671,3.4,48,68,2,16,0,20,52
34,39732,6.6,38,32,2,14,0,18,31
34,357777,13.2,322,94,19,67,8,44,12
34,23028,3,51,47,3,0,0,15,43
34,82026,6.2,54,113,0,0,2,23,3
34,2523,2.2,11,3,0,0,0,0,0
34,4451,4.3,67,68,1,0,0,3,42
34,724,6.8,58,111,52,7,2,0,135
34,235162,14.6,115,131,98,3,0,8,85
34,139528,7.4,111,139,0,28,0,17,28
34,95512,6.3,64,148,0,4,3,6,21
34,170057,17.4,94,68,34,36,0,9,104
34,30831,4,52,45,6,0,2,4,12
34,221578,9.8,235,76,24,45,0,29,10
34,31356,2.6,77,71,106,5,0,0,41
34,46106,7.7,31,51,0,16,0,11,4
34,22814,2.9,32,77,3,33,0,11,15
34,3325,3.8,84,6,0,0,0,2,9
34,71701,8.4,50,63,0,15,0,3,56
34,12144,9.2,98,102,40,7,0,11,66
34,35525,3.3,90,42,0,0,0,30,15
34,2996,2,104,68,0,3,0,3,15
34,38304,3.8,40,87,0,2,0,26,29
34,6054,7.2,65,39,4,1,0,4,55
34,27901,2.4,62,92,5,0,1,7,13
34,18569,2.2,53,57,3,2,0,9,50
34,74242,9,60,43,3,9,0,3,29
34,74844,3.6,106,148,0,0,0,27,39
34,9364,1.4,48,37,0,4,0,20,40
34,106825,7,112,146,43,46,0,2,89
34,12103,2.5,31,33,0,0,0,4,30
34,13797,1.2,62,92,3,0,0,3,12
34,51342,6.2,77,21,0,38,0,19,21
34,27213,2.4,87,55,0,5,0,22,46
34,54256,3.8,111,109,83,41,2,8,34
34,150612,6.6,188,129,18,8,6,26,13
34,64449,6.6,48,71,3,0,0,15,13
34,4882,3.2,64,148,3,2,0,17,36
34,124967,6.8,218,55,31,37,12,29,5
34,16275,1.4,70,82,5,5,0,8,16
34,13013,1.1,57,89,0,15,0,17,33
34,113874,8.8,93,125,38,5,0,8,41
34,60477,9.4,59,18,0,0,0,1,48
34,203,2,93,14,0,6,0,3,49
34,99383,7.6,115,113,23,12,0,14,96
34,141261,9.8,86,134,88,43,0,0,34
34,72809,9,45,62,2,0,1,3,22
34,72921,9.5,51,47,3,10,0,21,1
34,129133,5.6,228,121,26,60,6,33,10
34,42806,6.4,34,57,0,40,1,24,22
34,41915,4.7,45,76,0,0,0,7,61
34,61851,4.8,80,134,44,7,0,12,172
34,1140,7.6,105,123,44,5,1,6,148
34,273,2.4,48,95,1,5,0,1,11
34,69892,5.2,37,159,0,0,0,3,26
34,24467,2.3,63,75,6,5,0,0,33
34,31385,2.6,64,96,7,0,2,10,9
34,57564,3.6,99,155,25,5,1,3,103
34,18995,1.4,49,142,4,9,1,20,69
34,1351,2,53,21,3,5,0,1,30
34,30303,2.6,39,110,3,25,0,10,42
34,3048,3.3,55,68,0,33,1,21,41
34,1892,1.1,9,12,0,0,0,0,0
34,15036,1.2,67,83,2,38,2,28,51
34,87142,7,80,129,38,38,0,8,60
34,53253,5.5,61,66,0,2,0,12,54
34,44565,5.3,57,52,0,30,0,10,17
34,10475,1.1,35,100,1,28,1,14,29
34,33028,3.4,50,79,5,1,1,0,48
34,106825,8.6,99,55,2,0,1,18,32
34,66885,5,65,119,0,27,0,10,16
34,10749,1.5,55,32,5,25,0,8,51
35,41023,5.6,47,49,0,0,0,11,23
35,20601,3.3,30,56,0,20,0,8,60
35,25041,17,115,119,23,5,2,9,123
35,36768,3.9,69,51,0,0,0,11,37
35,65343,4.6,50,153,0,3,0,11,8
35,32032,3.2,60,58,0,3,0,22,2
35,3357,3.4,59,72,0,0,0,25,52
35,1728,1.6,5,7,0,0,0,0,0
35,137046,10,134,101,32,2,0,10,68
35,176565,14.8,103,105,21,8,2,2,77
35,52285,4.2,81,121,52,43,0,14,98
35,72102,6.6,33,124,3,28,0,10,46
35,18562,3.1,63,5,0,14,0,20,13
35,20065,1.4,68,129,0,39,0,11,5
35,91329,8.6,64,82,97,5,1,0,92
35,126847,8.8,91,156,34,6,0,0,71
35,72214,7.9,31,100,1,5,0,6,33
35,45074,2.9,68,148,0,0,0,11,31
35,22199,3.4,43,40,5,2,0,13,42
35,147,1.2,59,91,2,0,0,9,26
35,67813,7.2,78,78,33,13,2,5,56
35,148976,10.2,120,122,51,9,0,0,102
35,17377,1.6,71,68,5,3,1,20,59
35,51342,5.2,32,110,0,39,0,14,64
35,45244,3.1,66,114,3,18,0,1,45
35,10137,6.2,104,152,33,6,2,2,132
35,1638,3.6,40,9,0,0,0,11,20
35,67928,6.6,72,74,85,6,0,4,141
35,657,5.4,62,103,0,0,2,10,37
35,196276,15.2,112,109,31,7,0,5,85
35,27824,2.8,61,103,36,46,0,2,139
35,284622,17.8,105,143,37,9,0,10,32
35,2277,2.3,6,5,0,0,0,0,0
35,37685,5.1,33,70,0,1,0,25,14
35,15345,1.1,48,151,0,28,0,1,52
35,75255,6.6,67,85,0,32,0,12,19
35,125346,8.5,71,128,7,0,0,20,16
35,101322,7.8,79,113,49,17,0,14,87
35,8232,1.4,29,41,4,0,0,7,16
35,5543,4.8,89,81,83,4,2,0,21
35,128157,9.6,112,121,23,4,0,5,114
35,19635,1.7,53,91,0,7,0,4,15
35,91772,8.8,57,123,22,12,0,4,21
35,24754,2.9,29,91,4,38,0,23,4
35,1383,10,108,105,35,5,0,0,94
35,136656,7.8,112,129,102,2,0,10,123
35,12099,7.4,113,147,25,5,3,5,71
35,77658,6.6,113,75,55,6,0,8,38
35,103118,7.6,88,138,45,31,0,6,118
35,28589,3.4,88,6,4,0,0,2,4
35,136544,9.6,110,102,97,4,0,5,17
35,134773,9.3,111,68,7,6,0,6,48
35,23238,2.4,64,62,0,0,0,1,19
35,7553,6.5,84,48,0,31,1,8,21
35,58821,8.1,54,38,0,15,0,6,9
35,122004,8.2,132,122,37,11,2,14,104
35,3234,3.3,77,31,0,0,1,15,21
35,201179,13.8,119,130,36,7,0,3,25
35,256336,19.4,65,124,106,4,0,0,78
35,123434,9.4,83,144,27,5,0,12,88
35,41915,5.6,70,16,7,0,0,17,29
35,20878,2.3,43,81,1,3,1,20,14
35,3472,3.1,36,108,2,4,0,3,36
35,163671,5.8,319,115,18,54,0,13,5
35,40813,4.3,67,54,2,6,0,6,46
35,40255,3.3,58,110,1,35,0,2,46
35,266364,19.6,77,105,89,4,0,0,24
35,9353,6,101,148,73,4,0,11,106
35,74631,5.8,75,97,0,28,0,15,13
35,2359,1.8,8,8,0,0,0,0,0
35,39851,3.4,45,119,2,0,0,1,69
35,1392,1.7,8,2,0,0,0,0,0
35,24595,2.7,47,76,2,19,0,11,35
35,89544,8.2,80,104,32,6,0,6,118
35,14727,1.7,69,38,2,31,0,28,43
35,52976,4.3,67,81,0,2,0,20,14
35,35763,2.6,69,98,3,7,0,11,26
35,50642,5.3,69,53,0,5,2,26,25
35,12122,1.1,63,84,0,0,2,26,14
35,15628,1.9,59,32,5,0,2,5,30
35,17543,1.7,54,86,0,0,0,16,33
35,21607,3.2,60,20,2,3,0,23,24
35,77248,5.4,101,121,80,18,2,3,37
35,121075,8.3,92,98,2,0,0,11,36
35,7665,6.3,58,109,0,17,2,11,29
35,25974,14.8,116,143,67,49,1,14,65
35,1525,1.4,64,80,2,31,0,3,16
35,546,1.2,29,24,0,34,1,22,3
35,52763,3.3,70,153,0,0,2,1,50
35,34408,3.9,70,39,3,0,0,8,17
35,33005,2.3,70,106,0,0,0,11,23
35,66758,8,66,38,0,0,0,0,14
35,8303,7.4,113,82,21,6,0,10,71
35,59712,4.3,111,62,0,30,0,15,1
35,96117,7.9,31,147,0,4,0,13,4
35,38118,3.2,63,98,0,5,0,10,44
35,14027,1.2,67,88,3,0,0,24,21
35,25174,1.9,50,138,0,38,0,2,8
35,3887,5.4,38,59,0,18,0,6,34
35,131106,9.2,99,140,44,49,2,3,152
36,20912,2.5,34,70,3,2,0,7,63
36,85345,6.6,111,46,0,11,0,2,58
36,2268,1.8,11,3,0,0,0,0,0
36,105192,7.6,114,129,21,7,0,9,69
36,69397,6.2,91,95,38,27,0,0,94
36,29143,3,43,91,3,1,1,16,29
36,357777,13.8,346,55,12,26,5,23,11
36,33455,2.6,64,111,2,31,2,8,37
36,11166,6.1,71,158,7,7,2,9,12
36,41278,4,67,68,0,42,0,19,32
36,26665,2.3,80,69,2,22,0,12,65
36,331189,13.4,260,128,0,4,6,19,8
36,152607,10,131,124,49,4,0,2,139
36,22932,2.5,67,50,0,0,0,16,48
36,438,3.6,60,106,0,2,1,19,40
36,43855,3.2,135,91,50,12,0,13,36
36,17328,15.2,53,112,50,6,0,0,70
36,42654,7.2,49,24,0,39,1,20,54
36,28264,2.9,37,101,0,0,0,9,15
36,311493,15,221,97,16,5,0,19,6
36,124472,10.2,91,106,53,25,0,15,105
36,20065,2.1,57,70,0,29,0,6,54
36,42588,4,94,88,26,15,1,14,76
36,109451,7.8,104,138,30,5,0,2,118
36,145345,8.8,116,155,63,20,3,4,97
36,167404,12,95,140,41,8,0,13,146
36,30607,3.3,50,58,7,27,0,2,1
36,25837,2.4,50,98,0,0,3,1,62
36,193284,15,88,130,36,5,0,5,22
36,18104,1.4,70,102,4,4,2,5,24
36,28589,3.3,45,70,4,40,0,9,59
36,50731,4.4,70,81,2,0,3,5,48
36,64534,6.6,50,82,1,0,0,17,53
36,3134,4,50,50,6,4,0,2,56
36,173737,14.8,103,98,28,41,2,8,40
36,57432,4.6,52,121,4,0,1,22,15
36,110101,7.4,101,124,95,12,2,8,86
36,24321,4.6,51,11,0,27,0,28,55
36,29862,2.7,62,69,2,0,0,1,51
36,21199,3.2,47,38,0,0,0,6,41
36,14645,1.9,55,44,0,7,0,21,45
36,14,1.9,3,6,0,0,0,0,0
36,4116,4.2,53,66,0,0,0,11,42
36,84079,5.8,113,133,39,48,0,0,82
36,32933,5.5,38,40,0,1,0,22,3
36,184576,6.4,342,60,20,38,0,17,0
36,72809,7,66,114,21,10,0,14,42
36,111456,7.2,110,125,46,7,1,13,93
36,2599,2,101,62,0,6,0,20,21
36,29837,3.1,39,82,1,0,0,14,16
36,221166,6.2,478,65,34,4,0,19,11
36,132929,9.4,114,113,64,45,1,6,66
36,25662,20,97,109,58,7,0,8,16
36,25347,17,114,111,47,28,0,6,81
36,106252,7,84,149,90,5,0,10,62
36,513,3,8,11,0,0,0,0,0
36,1567,2,35,74,0,5,3,26,24
36,39415,12.4,350,142,14,74,0,22,8
36,29646,2.6,69,82,0,0,0,1,25
36,33306,2.6,63,94,0,20,0,23,14
36,42392,5.5,57,41,0,22,2,6,24
36,119738,8.6,112,116,54,4,0,8,111
36,7252,5.8,93,117,38,40,0,6,99
36,11912,1.7,55,32,0,13,0,23,38
36,32793,5.2,65,7,2,40,0,12,27
36,44029,5.4,62,41,0,0,0,14,35
36,35838,2.9,66,100,2,1,0,22,65
36,94545,7.2,85,140,31,24,0,3,102
36,15161,2,47,53,0,45,0,11,14
36,58043,6.7,69,39,0,5,0,30,41
36,103199,8.2,108,109,27,12,0,11,81
36,24763,2.5,59,72,1,6,0,12,28
36,41481,4.4,45,85,0,20,1,26,48
36,9358,1.3,51,39,4,0,0,22,31
36,110363,8.2,83,113,101,24,0,13,79
36,127008,9.8,72,115,58,4,2,4,20
36,11122,6,144,147,97,6,0,14,157
37,3392,2.5,41,152,6,4,0,1,20
37,22209,1.9,61,95,5,0,0,1,18
37,1491,1.2,67,81,3,1,0,22,22
37,64372,7.6,31,75,6,7,0,11,38
37,45354,4,56,99,0,0,0,20,32
37,2621,2,12,4,0,0,0,0,0
37,68656,6.8,71,58,1,27,0,22,67
37,21504,4.8,38,11,0,4,0,0,22
37,16677,2.2,65,27,0,36,0,20,32
37,39672,3.6,38,120,0,2,0,20,4
37,32678,3.8,31,90,2,0,0,15,38
37,44758,4.6,53,65,0,14,0,19,2
37,73017,5.7,92,53,0,5,0,0,16
37,35927,4,67,47,0,12,3,13,12
37,2072,2.3,5,6,0,0,0,0,0
37,51368,5.6,43,83,0,30,0,30,64
37,25671,2.6,48,86,4,0,0,18,68
37,22512,3.8,37,41,0,4,0,18,20
37,38493,3.9,29,100,0,0,0,1,57
37,32997,3.7,59,57,0,0,0,1,39
37,89435,5.4,107,109,0,0,0,2,3
37,37177,4.7,40,55,4,21,0,13,37
37,31302,3.9,45,61,4,27,1,13,52
37,4467,5.1,69,39,3,39,0,3,19
37,4725,5.4,50,53,2,31,0,16,18
37,13484,9.6,111,64,1,0,1,1,48
37,19508,3.5,60,2,3,0,3,24,28
37,50232,4.8,60,64,1,29,0,2,32
37,72236,9,57,46,0,0,0,12,50
37,16893,1.3,92,75,0,6,0,16,22
37,26068,1.9,58,113,2,23,0,22,7
37,15556,1.1,55,142,4,0,0,12,27
37,1008,1.6,38,36,0,0,0,0,51
37,28196,3.8,45,43,0,2,0,27,45
37,31006,3.3,57,66,3,5,0,23,10
37,19817,1.7,96,48,0,1,0,1,52
37,26799,3.1,84,3,5,5,0,7,1
37,1548,2.1,7,2,0,0,0,0,0
37,17307,1.9,50,69,8,0,0,11,54
37,71191,8.8,35,78,0,0,1,10,25
37,25002,2.5,62,69,0,17,0,16,1
37,58993,4.9,38,136,0,0,0,4,4
37,2436,1.5,108,80,0,0,0,6,36
37,34503,5.3,53,17,4,0,0,6,21
37,3249,1.9,12,7,0,0,0,0,0
37,16307,1.6,43,97,4,3,1,12,43
37,22473,2.8,46,60,2,39,0,1,53
37,429275,11,445,97,31,27,6,10,7
37,18276,1.9,31,107,0,9,2,16,21
37,10836,9,76,65,0,0,0,10,23
37,623,8.9,29,59,0,25,2,14,31
37,13539,1.3,54,85,5,39,0,2,48
37,112813,7.7,54,154,0,3,0,26,25
37,33786,3.9,33,88,2,0,1,9,56
37,94938,7.2,33,159,2,0,0,3,12
37,420344,10.8,496,115,0,28,5,40,15
37,21609,12.6,153,92,0,26,0,37,8
37,29238,2.7,50,99,0,5,0,27,37
37,59241,4,66,136,7,40,3,4,41
37,46358,4.1,65,84,3,11,1,12,4
37,26337,3.5,58,26,1,3,0,14,34
37,69888,4.8,40,149,4,36,0,1,5
37,66936,7.4,64,52,0,22,0,26,27
37,27977,2.4,96,47,2,3,0,7,47
37,42217,5.5,43,57,5,0,0,23,57
38,16677,1.7,45,91,0,0,0,11,56
38,35742,3.1,65,89,0,7,1,22,3
38,105315,9.9,59,84,0,0,0,19,21
38,10517,1.3,67,32,0,14,0,8,26
38,48314,3.4,99,63,0,2,0,6,21
38,19664,2.1,84,27,2,32,0,13,49
38,37596,2.6,111,70,0,12,0,12,3
38,47215,3.8,72,75,3,5,0,8,7
38,2577,3.1,78,18,5,0,0,0,23
38,40545,6.7,35,44,4,1,0,10,15
38,32606,3.4,60,52,0,26,0,16,8
38,70172,7.2,35,103,2,1,0,24,32
38,45176,3.6,73,94,0,0,1,8,27
38,12753,1.3,63,65,0,0,0,21,48
38,69974,6.5,54,93,0,42,0,26,14
38,14326,1.3,87,50,0,0,0,16,33
38,37395,5.9,43,36,5,32,0,14,2
38,47859,5.3,39,73,2,0,0,10,47
38,10549,1.2,42,79,0,0,0,10,13
38,30754,3.4,55,63,4,0,0,19,16
38,24767,4.8,33,30,8,0,0,15,36
38,7638,1.1,50,38,0,0,0,2,16
38,14332,1.2,70,86,5,13,0,1,34
38,5544,6.6,50,47,4,0,0,1,6
38,401851,11,430,131,25,33,0,15,10
38,49469,3.7,49,122,0,4,1,10,28
38,66006,6.6,38,100,6,1,0,11,58
38,31188,3.6,58,54,0,0,0,22,5
38,70875,7.5,67,40,0,20,0,28,57
38,22741,3,35,70,0,0,0,20,18
38,20269,3.7,39,31,0,0,0,28,28
38,6916,6.5,59,69,0,6,0,20,40
38,35226,3.5,46,93,0,17,0,10,13
38,53872,3.7,66,115,0,0,0,5,1
38,77542,4.7,88,135,0,0,0,4,67
38,19575,1.4,59,133,7,17,1,11,24
38,1347,9.7,87,94,4,1,0,5,58
38,5733,6.3,35,81,0,0,0,6,41
38,112266,9.9,58,79,4,35,0,2,20
38,17581,1.6,62,82,5,0,1,19,12
38,10143,1.4,38,47,7,28,3,6,37
38,29964,2.4,62,109,0,22,0,9,18
38,18941,1.9,51,84,1,29,2,24,29
38,30551,4.4,56,29,2,0,0,12,12
38,8811,7.6,67,88,0,0,0,8,19
38,45463,3.9,67,88,2,38,0,1,31
38,47775,5,67,55,0,3,0,26,3
38,46119,4,72,79,0,0,2,7,26
38,18995,2.1,45,79,0,27,0,17,17
38,60818,6.7,61,56,1,0,0,3,21
38,35889,3.6,62,68,3,6,0,15,23
38,58768,8.7,67,2,1,6,0,18,28
38,10778,1.2,62,52,4,4,0,1,12
38,78791,9.3,48,63,4,0,0,1,15
38,30168,3.2,58,67,0,5,0,16,40
38,58477,7.2,42,68,1,0,0,16,5
38,274228,7,482,123,20,41,0,25,15
38,67914,6.3,67,59,0,35,0,14,9
38,61171,9.9,43,37,0,3,0,14,16
38,3478,2.8,87,70,4,5,0,5,17
38,72784,5.8,61,111,0,1,0,0,38
38,30744,3.6,33,74,2,0,0,4,52
38,11368,1.6,43,39,3,35,0,10,20
38,24792,2.8,36,88,0,4,0,11,37
38,9702,9.9,45,76,0,28,0,23,47
38,539,3.5,45,157,0,1,2,6,22
38,57589,3.8,56,136,3,0,0,20,18
38,36921,4.6,47,59,2,7,0,23,32
38,45214,4.2,102,25,0,28,1,1,49
38,325507,14,282,68,30,3,0,39,10
38,79249,6.6,62,100,3,0,2,1,30
38,35831,7.5,49,4,4,1,0,1,29
38,71456,5.8,57,95,2,0,0,19,1
38,25951,2.1,72,92,0,0,0,20,8
38,111475,9.1,70,74,4,0,0,3,43
38,43724,3.9,33,129,0,0,1,11,25
38,33022,2.4,59,133,0,36,0,16,18
38,26201,3.8,60,12,3,0,0,7,25
38,114803,8.9,82,85,3,29,1,8,34
38,35952,2.4,61,128,0,0,0,19,9
38,21785,1.5,50,157,0,12,0,19,46
38,14046,1.5,42,88,0,36,0,20,14
38,29429,3,56,75,0,7,0,16,12
38,49504,5.2,43,74,2,22,0,18,60
38,4851,3.5,33,152,0,0,0,27,18
38,33929,3.7,90,4,0,39,2,22,14
38,52205,3.7,52,147,3,5,0,13,17
38,19843,1.4,60,136,3,3,0,4,37
38,51324,4.7,70,56,2,32,0,10,38
38,23295,2.3,67,65,0,44,1,4,53
38,21403,2.1,71,60,0,0,0,8,15
38,24206,1.9,110,45,0,26,0,0,10
38,38363,3.3,104,36,1,1,0,21,23
38,27232,2.5,50,101,0,0,0,14,30
38,2744,3.2,31,74,9,0,1,12,61
38,5194,3.5,55,135,0,45,0,0,70
38,210,2.4,57,44,2,0,0,28,34
38,23887,2.5,59,50,7,12,0,16,29
38,79192,4.2,97,159,0,37,1,1,12
38,53826,6.5,48,61,2,28,0,25,39
38,46284,5.8,73,8,6,3,0,0,22
38,14887,1.9,67,29,0,0,0,16,28
38,75644,9.5,60,40,0,32,0,18,22
38,25403,1.9,106,41,0,3,0,10,13
38,85899,9.3,50,74,0,0,0,28,69
39,59158,7.4,56,44,5,0,0,29,22
39,1997,2.2,67,47,1,13,0,5,36
39,38462,3.7,58,64,5,7,0,1,54
39,4494,4,56,81,1,26,1,19,47
39,26092,3.2,55,49,2,0,0,26,45
39,22068,1.3,71,141,3,12,0,15,7
39,45892,4.4,67,54,0,3,0,19,12
39,2268,2.1,10,2,0,0,0,0,0
39,46667,3.3,98,83,2,22,0,4,3
39,980,5.6,68,153,2,3,0,5,39
39,19655,1.7,67,86,1,0,0,26,28
39,20615,1.9,77,45,4,22,0,6,20
39,15871,1.1,63,137,1,31,0,2,39
39,49934,6.7,58,35,0,0,0,5,8
39,135958,9.3,60,144,3,6,0,27,55
39,186,2,71,46,0,1,0,4,6
39,89893,9.8,46,76,6,0,0,7,64
39,11759,1.3,40,84,2,0,0,1,3
39,23021,2.6,53,65,0,4,1,26,18
39,18193,2.1,72,32,4,0,0,15,24
39,55916,5.7,66,61,0,30,0,6,40
39,77052,6.4,50,119,0,37,0,15,47
39,20874,2.9,65,21,0,0,1,20,33
39,21262,2.7,55,34,3,3,0,2,25
39,63178,5.8,61,85,0,0,0,14,38
39,33551,2.3,75,123,2,27,0,14,14
39,36848,2.8,68,92,0,1,0,19,64
39,53495,6.8,45,57,5,0,0,28,42
39,28952,2.2,41,130,0,37,0,26,21
39,25256,2.2,70,66,0,2,0,20,51
39,22913,3.3,40,50,4,18,0,9,21
39,29461,2.5,67,90,0,0,0,10,30
39,6822,1.7,42,4,0,6,0,10,26
39,47902,4,46,123,0,1,0,9,27
39,105997,8,111,50,4,45,0,23,43
39,12434,1.6,47,56,0,0,0,17,35
39,66066,3.9,85,119,6,26,0,1,55
39,63292,4.6,94,83,0,0,0,16,5
39,81867,6.3,62,116,0,34,1,14,57
39,14982,1.6,61,61,0,26,0,22,12
39,72554,6.7,59,87,0,26,0,7,42
39,64974,7.8,37,67,0,0,0,8,41
39,2404,3.7,70,4,0,21,0,12,6
39,9324,9,61,62,0,0,0,24,10
39,614,6.3,55,76,0,4,1,5,32
39,31906,4.3,43,44,2,0,0,4,39
39,54442,5.1,41,93,3,14,3,18,1
39,80364,8.3,70,54,0,0,0,8,12
39,14447,1.4,67,65,4,28,0,19,70
39,1966,1.6,12,3,0,0,0,0,0
39,34895,3.3,59,83,0,0,0,12,1
39,26117,4,43,41,3,15,1,30,2
39,10006,6.6,65,146,0,0,0,7,35
39,2234,1.4,83,132,3,0,0,2,33
39,68528,4.4,59,160,3,12,0,12,5
39,441,2.8,66,132,0,0,0,4,60
39,239,1.4,86,147,0,0,0,4,49
39,1966,1.2,8,11,2,0,0,0,0
39,5565,5.3,65,57,2,31,0,7,28
39,6421,6.4,70,58,1,2,0,15,23
39,102144,7.6,58,111,0,0,2,11,43
39,1701,2.7,35,41,0,34,1,8,12
39,252,2.5,41,86,0,0,0,9,23
39,11345,1.3,35,88,0,5,0,13,62
39,54241,6.5,42,72,0,37,2,25,2
39,41195,2.9,58,141,0,0,0,13,32
39,35545,4,61,52,3,3,0,20,29
39,44835,3.5,59,100,0,0,0,2,36
39,26418,3.7,53,28,0,4,0,19,6
39,38808,3.6,60,67,6,0,0,24,5
39,161671,6,303,114,12,30,7,22,0
39,26353,2.1,61,111,0,0,0,5,48
39,42042,4.2,68,47,0,9,0,3,7
39,1876,3.1,39,40,0,5,0,17,31
39,13832,1.3,65,60,0,0,0,8,34
39,1982,1.1,11,11,0,0,0,0,0
39,32606,3.4,50,64,4,0,1,28,58
39,15237,1.3,72,82,0,0,0,3,1
39,70024,8.1,38,69,1,3,0,8,29
39,12978,1.8,68,7,0,41,0,19,68
39,138739,6.6,224,102,8,26,0,14,7
39,2771,2.9,50,79,0,7,0,17,22
